Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Customer_Days,marital_Divorced,marital_Married,marital_Single,marital_Together,marital_Widow,education_2n Cycle,education_Basic,education_Graduation,education_Master,education_PhD,MntTotal,MntRegularProds,AcceptedCmpOverall,Total_Purchases,Total_Spent,Avg_Spent_Per_Purchase,Preferred_Channel,Preferred_Product,Campaign_Response_Rate,Recency_Score,Spending_Segment,Has_Children,Total_Children,Customer_Value
50965.0,0,1,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,3,11,0,64,2653,0,1,0,0,0,0,0,0,1,0,656,627,1,22,685,31.136363636363637,Web,Wines,0.16666666666666666,12,Medium Spender,1,1,30402.583333333332
84618.0,0,0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,3,11,0,55,2378,0,1,0,0,0,0,0,0,0,1,1672,1672,1,26,1672,64.3076923076923,Store,MeatProducts,0.16666666666666666,3,High Spender,0,0,66545.59999999999
18351.0,0,0,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,3,11,0,30,2402,0,1,0,0,0,0,0,1,0,0,36,29,0,6,43,7.166666666666667,Store,SweetProducts,0.0,98,Low Spender,0,0,0.0
40451.0,0,2,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,3,11,0,63,2292,0,0,0,1,0,0,0,0,0,1,39,29,1,5,49,9.8,Store,Wines,0.16666666666666666,45,Low Spender,1,2,1879.9666666666665
36317.0,0,1,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,3,11,0,55,2562,0,0,0,1,0,0,0,1,0,0,120,107,0,9,133,14.777777777777779,Store,Wines,0.0,46,Low Spender,1,1,0.0
42213.0,0,1,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,3,11,0,63,2419,0,0,0,1,0,0,0,1,0,0,343,323,1,15,363,24.2,Store,Wines,0.16666666666666666,3,Low Spender,1,1,14695.45
65748.0,0,1,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,3,11,0,65,2599,0,0,0,1,0,0,0,1,0,0,511,477,0,18,545,30.27777777777778,Store,Wines,0.0,41,Medium Spender,1,1,0.0
77044.0,0,1,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,3,11,0,48,2404,0,0,0,1,0,0,0,1,0,0,989,913,1,31,1065,34.354838709677416,Catalog,Wines,0.16666666666666666,87,Medium Spender,1,1,42848.5
74918.0,0,0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,3,11,0,51,2633,0,0,0,1,0,0,0,1,0,0,1988,1929,1,21,2047,97.47619047619048,Catalog,Wines,0.16666666666666666,21,High Spender,0,0,90170.34999999999
56721.0,1,1,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,3,11,0,48,2765,0,1,0,0,0,0,0,1,0,0,221,146,0,15,296,19.733333333333334,Store,Wines,0.0,35,Low Spender,1,2,0.0
42160.0,1,1,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,3,11,1,45,2525,0,0,1,0,0,0,0,1,0,0,120,100,0,11,140,12.727272727272727,Store,Wines,0.16666666666666666,73,Low Spender,1,2,5915.0
61559.0,0,1,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,3,11,0,55,2506,0,0,1,0,0,0,0,1,0,0,496,462,0,17,530,31.176470588235293,Store,Wines,0.0,91,Medium Spender,1,1,0.0
33629.0,1,1,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,3,11,0,57,2849,0,0,0,1,0,0,0,0,0,1,148,144,0,13,152,11.692307692307692,Deals,Wines,0.0,50,Low Spender,1,2,0.0
68682.0,0,0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,3,11,0,29,2425,0,0,0,1,0,0,0,0,0,1,1553,1508,0,24,1598,66.58333333333333,Store,Wines,0.0,43,High Spender,0,0,0.0
34377.0,0,1,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,3,11,0,57,2685,0,0,1,0,0,0,0,1,0,0,88,62,0,8,114,14.25,Web,Wines,0.0,44,Low Spender,1,1,0.0
8940.0,1,0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,3,11,0,34,2835,0,0,1,0,0,0,1,0,0,0,59,17,0,10,101,10.1,Web,Fruits,0.0,74,Low Spender,1,1,0.0
26228.0,1,0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,3,11,0,47,2439,0,1,0,0,0,0,0,1,0,0,16,7,0,4,25,6.25,Store,GoldProds,0.0,49,Low Spender,1,1,0.0
77297.0,0,0,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,3,11,0,63,2678,1,0,0,0,0,1,0,0,0,0,748,707,1,22,789,35.86363636363637,Store,Wines,0.16666666666666666,15,Medium Spender,0,0,35347.200000000004
40211.0,1,1,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,3,11,0,39,2493,0,1,0,0,0,0,0,1,0,0,62,37,1,7,87,12.428571428571429,Web,Wines,0.16666666666666666,69,Low Spender,1,2,3629.3500000000004
33438.0,1,1,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,3,11,0,62,2439,0,0,0,0,1,0,0,0,0,1,84,78,0,11,90,8.181818181818182,Store,Wines,0.0,18,Low Spender,1,2,0.0
75032.0,0,1,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,3,11,0,61,2586,0,1,0,0,0,0,0,0,0,1,1203,1191,0,20,1215,60.75,Store,Wines,0.0,25,Medium Spender,1,1,0.0
61284.0,0,0,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,3,11,0,65,2419,0,0,1,0,0,0,0,0,0,1,766,721,1,22,811,36.86363636363637,Web,Wines,0.16666666666666666,23,Medium Spender,0,0,32831.98333333333
22518.0,1,0,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,3,11,1,34,2774,0,1,0,0,0,0,0,1,0,0,34,7,1,7,61,8.714285714285714,Web,GoldProds,0.3333333333333333,63,Low Spender,1,1,5660.799999999999
54730.0,0,1,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,3,11,0,45,2477,0,1,0,0,0,0,0,0,1,0,349,293,0,18,405,22.5,Store,Wines,0.0,35,Low Spender,1,1,0.0
38452.0,1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,3,11,0,65,2250,0,1,0,0,0,0,0,0,1,0,70,68,0,9,72,8.0,Web,Wines,0.0,37,Low Spender,1,2,0.0
44421.0,1,1,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,3,11,0,49,2658,1,0,0,0,0,0,0,1,0,0,182,175,0,14,189,13.5,Web,Wines,0.0,46,Low Spender,1,2,0.0
38197.0,1,0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,3,11,0,34,2524,0,0,0,1,0,0,0,0,0,1,37,34,0,5,40,8.0,Store,Wines,0.0,13,Low Spender,1,1,0.0
41986.0,0,1,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,3,11,0,42,2299,1,0,0,0,0,0,0,1,0,0,51,39,0,10,63,6.3,Store,Wines,0.0,84,Low Spender,1,1,0.0
28427.0,1,0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,3,11,0,37,2624,0,0,0,1,0,0,0,1,0,0,46,40,0,7,52,7.428571428571429,Store,MeatProducts,0.0,32,Low Spender,1,1,0.0
37395.0,1,0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,3,11,0,44,2217,0,0,0,1,0,0,0,0,0,1,28,17,0,5,39,7.8,Store,Wines,0.0,52,Low Spender,1,1,0.0
64722.0,1,0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,3,11,0,49,2193,0,1,0,0,0,0,0,1,0,0,790,775,0,25,805,32.2,Store,Wines,0.0,52,Medium Spender,1,1,0.0
55249.0,0,1,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,3,11,0,64,2232,0,0,0,1,0,0,0,0,1,0,119,108,0,8,130,16.25,Store,Wines,0.0,18,Low Spender,1,1,0.0
84906.0,0,0,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,3,11,0,48,2427,0,0,0,1,0,0,0,1,0,0,1555,1479,3,24,1631,67.95833333333333,Store,Wines,0.5,1,High Spender,0,0,198737.34999999998
28691.0,1,0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,3,11,0,31,2519,0,1,0,0,0,0,0,1,0,0,30,26,0,5,34,6.8,Store,MeatProducts,0.0,43,Low Spender,1,1,0.0
44213.0,1,1,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,3,11,0,68,2371,0,0,1,0,0,0,0,1,0,0,145,138,0,12,152,12.666666666666666,Store,Wines,0.0,51,Low Spender,1,2,0.0
25707.0,1,0,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,3,11,0,36,2321,0,0,1,0,0,0,1,0,0,0,18,15,0,5,21,4.2,Store,Fruits,0.0,81,Low Spender,1,1,0.0
59062.0,2,1,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,3,11,0,53,2428,0,1,0,0,0,0,0,0,0,1,62,53,0,7,71,10.142857142857142,Store,Wines,0.0,25,Low Spender,1,3,0.0
76624.0,0,1,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,3,11,0,58,2195,0,0,1,0,0,0,0,1,0,0,833,767,1,23,899,39.08695652173913,Catalog,Wines,0.16666666666666666,31,Medium Spender,1,1,33038.24999999999
66000.0,0,0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,3,11,0,73,2229,0,0,0,1,0,0,0,0,1,0,666,621,0,10,711,71.1,Store,MeatProducts,0.0,63,Medium Spender,0,0,0.0
27683.0,1,0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,3,11,0,42,2853,0,0,0,1,0,0,0,0,0,1,306,261,0,16,351,21.9375,Web,Wines,0.0,9,Low Spender,1,1,0.0
1730.0,0,0,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,3,11,0,49,2201,1,0,0,0,0,0,0,1,0,0,7,6,0,15,8,0.5333333333333333,Deals,MeatProducts,0.0,34,Low Spender,0,0,0.0
7500.0,1,0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,3,11,0,28,2732,0,0,1,0,0,0,1,0,0,0,79,39,0,11,119,10.818181818181818,Deals,GoldProds,0.0,36,Low Spender,1,1,0.0
40521.0,1,1,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,3,11,0,52,2609,0,0,0,1,0,0,0,1,0,0,17,13,0,4,21,5.25,Store,Wines,0.0,17,Low Spender,1,2,0.0
20427.0,1,0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,47,2256,0,0,0,1,0,0,0,0,0,1,9,8,0,4,10,2.5,Store,Wines,0.0,36,Low Spender,1,1,0.0
65106.0,0,1,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,3,11,0,45,2195,0,1,0,0,0,0,0,1,0,0,954,935,1,27,973,36.03703703703704,Store,Wines,0.16666666666666666,44,Medium Spender,1,1,35757.75
69969.0,0,0,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,3,11,1,55,2465,0,1,0,0,0,0,0,0,0,1,1492,1448,2,13,1536,118.15384615384616,Store,Wines,0.5,35,High Spender,0,0,190080.0
67433.0,0,2,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,3,11,0,68,2507,0,1,0,0,0,0,0,1,0,0,962,932,1,28,992,35.42857142857143,Store,Wines,0.16666666666666666,48,Medium Spender,1,2,41614.399999999994
77766.0,0,1,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,3,11,1,53,2651,0,1,0,0,0,0,0,0,0,1,1502,1475,1,34,1529,44.970588235294116,Web,Wines,0.3333333333333333,2,High Spender,1,1,135622.3
74716.0,0,1,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,3,11,0,48,2449,0,1,0,0,0,0,0,1,0,0,789,718,0,17,860,50.588235294117645,Web,MeatProducts,0.0,7,Medium Spender,1,1,0.0
68118.0,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,3,11,0,57,2413,1,0,0,0,0,0,0,1,0,0,774,620,0,23,928,40.34782608695652,Catalog,Wines,0.0,48,Medium Spender,1,1,0.0
55158.0,1,1,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,3,11,1,50,2858,0,1,0,0,0,0,0,0,0,1,395,372,0,18,418,23.22222222222222,Web,Wines,0.16666666666666666,27,Low Spender,1,2,19980.399999999998
62972.0,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,3,11,1,65,2854,0,1,0,0,0,1,0,0,0,0,395,203,0,16,587,36.6875,Web,Wines,0.16666666666666666,60,Medium Spender,1,1,28019.466666666664
74190.0,0,1,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,3,11,0,45,2207,0,1,0,0,0,0,0,1,0,0,577,513,0,19,641,33.73684210526316,Store,FishProducts,0.0,50,Medium Spender,1,1,0.0
39356.0,1,1,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,3,11,0,44,2261,0,1,0,0,0,0,0,1,0,0,17,11,1,4,23,5.75,Store,Wines,0.16666666666666666,78,Low Spender,1,2,870.55
76653.0,0,0,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,3,11,0,51,2476,0,0,0,1,0,0,0,1,0,0,2153,2027,2,23,2279,99.08695652173913,Store,MeatProducts,0.3333333333333333,8,High Spender,0,0,188853.13333333333
35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,3,11,0,47,2200,1,0,0,0,0,0,0,0,0,1,29,9,1,6,49,8.166666666666666,Store,GoldProds,0.16666666666666666,62,Low Spender,1,2,1804.8333333333333
90687.0,0,0,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,3,11,1,37,2562,1,0,0,0,0,0,0,0,0,1,1728,1677,1,17,1779,104.6470588235294,Store,Wines,0.3333333333333333,1,High Spender,0,0,152519.6
73450.0,0,0,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,3,11,0,38,2365,0,0,0,1,0,0,0,0,1,0,1767,1730,2,27,1804,66.81481481481481,Store,Wines,0.3333333333333333,14,High Spender,0,0,142816.66666666666
31454.0,1,1,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,3,11,0,60,2517,0,1,0,0,0,0,0,1,0,0,39,30,0,8,48,6.0,Store,Wines,0.0,59,Low Spender,1,2,0.0
47139.0,1,1,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,3,11,1,68,2274,0,0,1,0,0,0,0,1,0,0,60,37,0,7,83,11.857142857142858,Web,Wines,0.16666666666666666,97,Low Spender,1,2,3159.5333333333333
83829.0,0,0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,3,11,1,45,2423,1,0,0,0,0,0,0,1,0,0,1835,1808,3,17,1862,109.52941176470588,Catalog,Wines,0.6666666666666666,21,High Spender,0,0,302016.4
53378.0,1,1,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,3,11,1,57,2802,0,1,0,0,0,0,0,0,0,1,661,529,0,29,793,27.344827586206897,Deals,Wines,0.16666666666666666,58,Medium Spender,1,2,37165.26666666666
19656.0,1,0,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,3,11,0,50,2665,0,0,0,1,0,0,0,1,0,0,52,20,0,9,84,9.333333333333334,Store,GoldProds,0.0,5,Low Spender,1,1,0.0
45579.0,0,1,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,3,11,0,72,2472,0,1,0,0,0,0,0,0,0,1,182,181,0,10,183,18.3,Web,Wines,0.0,89,Low Spender,1,1,0.0
85485.0,0,0,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,3,11,0,62,2167,0,0,1,0,0,1,0,0,0,0,1329,1275,0,19,1383,72.78947368421052,Web,Wines,0.0,26,Medium Spender,0,0,0.0
55956.0,0,0,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,3,11,0,76,2242,0,1,0,0,0,0,0,1,0,0,961,923,1,16,999,62.4375,Web,Wines,0.16666666666666666,77,Medium Spender,0,0,37495.799999999996
64191.0,0,1,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,3,11,0,57,2682,0,0,1,0,0,0,0,0,1,0,810,795,0,24,825,34.375,Store,Wines,0.0,69,Medium Spender,1,1,0.0
38808.0,1,0,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,3,11,1,48,2831,0,0,1,0,0,0,0,1,0,0,216,186,1,14,246,17.571428571428573,Web,Wines,0.3333333333333333,78,Low Spender,1,1,23296.2
57183.0,1,1,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,3,11,0,54,2626,0,1,0,0,0,0,0,0,1,0,540,470,0,25,610,24.4,Web,Wines,0.0,48,Medium Spender,1,2,0.0
23748.0,1,0,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,3,11,0,52,2744,1,0,0,0,0,0,0,0,1,0,68,60,0,9,76,8.444444444444445,Store,MeatProducts,0.0,2,Low Spender,1,1,0.0
66303.0,0,1,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,3,11,0,49,2647,0,1,0,0,0,0,0,1,0,0,1226,1166,1,22,1286,58.45454545454545,Store,Wines,0.16666666666666666,43,Medium Spender,1,1,56948.36666666666
37368.0,1,0,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,3,11,0,45,2354,0,1,0,0,0,0,0,0,1,0,20,10,1,4,30,7.5,Store,MeatProducts,0.16666666666666666,95,Low Spender,1,1,1182.0
40800.0,1,2,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,3,11,0,56,2703,0,1,0,0,0,0,0,1,0,0,89,79,0,8,99,12.375,Web,SweetProducts,0.0,22,Low Spender,1,3,0.0
71847.0,0,0,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,3,11,0,42,2805,1,0,0,0,0,0,0,1,0,0,982,772,1,22,1192,54.18181818181818,Store,Wines,0.16666666666666666,4,Medium Spender,0,0,55924.666666666664
46149.0,0,1,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,3,11,0,45,2371,0,1,0,0,0,0,0,1,0,0,335,308,0,18,362,20.11111111111111,Store,Wines,0.0,63,Low Spender,1,1,0.0
78687.0,0,0,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,3,11,1,37,2848,0,0,0,1,0,0,0,1,0,0,1889,1648,1,19,2130,112.10526315789474,Store,Wines,0.3333333333333333,86,High Spender,0,0,202918.0
49118.0,0,0,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,3,11,1,49,2839,1,0,0,0,0,1,0,0,0,0,1110,991,2,28,1229,43.892857142857146,Store,Wines,0.5,9,Medium Spender,0,0,175071.05
37633.0,1,1,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,3,11,0,63,2806,0,1,0,0,0,0,0,0,0,1,37,36,0,6,38,6.333333333333333,Store,MeatProducts,0.0,50,Low Spender,1,2,0.0
39767.0,0,0,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,3,11,0,69,2502,0,0,0,1,0,0,0,0,1,0,438,391,0,17,485,28.529411764705884,Web,MeatProducts,0.0,81,Low Spender,0,0,0.0
26997.0,0,0,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,3,11,0,69,2760,0,1,0,0,0,0,1,0,0,0,290,146,0,13,434,33.38461538461539,Store,GoldProds,0.0,10,Low Spender,0,0,0.0
33986.0,1,0,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,3,11,0,50,2631,1,0,0,0,0,0,0,1,0,0,39,34,0,5,44,8.8,Store,MeatProducts,0.0,56,Low Spender,1,1,0.0
57091.0,0,1,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,3,11,1,48,2742,0,1,0,0,0,0,0,0,0,1,492,488,1,18,496,27.555555555555557,Web,Wines,0.3333333333333333,17,Low Spender,1,1,45499.73333333332
46831.0,1,1,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,3,11,0,51,2545,0,1,0,0,0,1,0,0,0,0,44,10,0,7,78,11.142857142857142,Catalog,GoldProds,0.0,15,Low Spender,1,2,0.0
83151.0,0,0,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,3,11,1,48,2663,0,1,0,0,0,0,0,0,1,0,2136,1926,3,23,2346,102.0,Store,Wines,0.6666666666666666,19,High Spender,0,0,418057.2
52531.0,0,0,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,3,11,0,49,2705,0,1,0,0,0,0,0,1,0,0,669,544,0,21,794,37.80952380952381,Store,Wines,0.0,31,Medium Spender,0,0,0.0
15759.0,0,0,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,64,2456,0,1,0,0,0,0,0,1,0,0,14,11,0,4,17,4.25,Store,FishProducts,0.0,87,Low Spender,0,0,0.0
22804.0,1,0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,3,11,0,49,2492,0,0,1,0,0,0,0,1,0,0,25,24,0,5,26,5.2,Web,Wines,0.0,24,Low Spender,1,1,0.0
43050.0,1,0,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,3,11,0,47,2262,0,1,0,0,0,1,0,0,0,0,68,60,0,8,76,9.5,Store,Wines,0.0,89,Low Spender,1,1,0.0
42997.0,1,1,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,3,11,0,43,2363,0,0,1,0,0,0,0,0,0,1,10,5,0,4,15,3.75,Store,MeatProducts,0.0,8,Low Spender,1,2,0.0
48918.0,1,1,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,3,11,0,57,2237,0,0,1,0,0,0,0,0,0,1,61,60,0,7,62,8.857142857142858,Store,Wines,0.0,78,Low Spender,1,2,0.0
60033.0,0,1,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,3,11,0,66,2251,0,0,0,1,0,0,0,0,1,0,150,102,0,10,198,19.8,Store,Wines,0.0,71,Low Spender,1,1,0.0
34043.0,1,0,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,3,11,0,42,2406,0,0,0,1,0,0,0,0,0,1,39,29,0,5,49,9.8,Web,Wines,0.0,2,Low Spender,1,1,0.0
57811.0,0,1,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,3,11,0,54,2529,0,0,0,1,0,0,0,1,0,0,724,646,1,25,802,32.08,Store,Wines,0.16666666666666666,50,Medium Spender,1,1,33937.96666666667
78569.0,0,0,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,3,11,1,74,2289,0,1,0,0,0,0,0,1,0,0,1641,1546,1,15,1736,115.73333333333333,Catalog,MeatProducts,0.3333333333333333,85,High Spender,0,0,133035.46666666667
7500.0,1,1,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,3,11,0,42,2708,0,0,1,0,0,0,0,1,0,0,32,7,0,10,57,5.7,Deals,GoldProds,0.0,94,Low Spender,1,2,0.0
94384.0,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,3,11,1,67,2641,0,0,0,1,0,0,0,1,0,0,2130,1958,3,18,2302,127.88888888888889,Catalog,Wines,0.6666666666666666,37,High Spender,0,0,406840.1333333333
23148.0,0,0,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,3,11,0,35,2290,0,1,0,0,0,1,0,0,0,0,27,17,0,6,37,6.166666666666667,Store,GoldProds,0.0,16,Low Spender,0,0,0.0
44267.0,1,1,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,3,11,0,50,2648,1,0,0,0,0,0,0,1,0,0,261,212,0,16,310,19.375,Web,Wines,0.0,51,Low Spender,1,2,0.0
71626.0,0,0,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,3,11,0,41,2764,0,1,0,0,0,0,0,1,0,0,1233,1161,1,19,1305,68.6842105263158,Store,Wines,0.16666666666666666,5,Medium Spender,0,0,60334.49999999999
60894.0,0,1,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,3,11,0,54,2525,0,0,0,1,0,0,0,1,0,0,778,724,0,26,832,32.0,Web,Wines,0.0,38,Medium Spender,1,1,0.0
50200.0,1,1,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,3,11,0,44,2611,0,0,0,1,0,0,0,1,0,0,337,273,0,19,401,21.105263157894736,Web,Wines,0.0,29,Low Spender,1,2,0.0
81051.0,0,0,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,3,11,0,55,2196,0,1,0,0,0,0,0,0,0,1,1487,1473,2,23,1501,65.26086956521739,Store,Wines,0.3333333333333333,56,High Spender,0,0,110373.53333333333
65169.0,0,0,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,3,11,1,38,2325,0,1,0,0,0,0,0,1,0,0,1143,1097,4,28,1189,42.464285714285715,Store,Wines,0.8333333333333334,76,Medium Spender,0,0,231359.58333333334
59868.0,0,1,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,3,11,0,48,2501,0,0,0,1,0,0,0,1,0,0,1040,886,0,32,1194,37.3125,Store,Wines,0.0,62,Medium Spender,1,1,0.0
65695.0,0,1,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,3,11,0,60,2308,0,1,0,0,0,0,0,0,0,1,650,644,0,21,656,31.238095238095237,Store,Wines,0.0,49,Medium Spender,1,1,0.0
64857.0,0,0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,3,11,0,64,2742,0,0,1,0,0,0,0,0,1,0,1497,1454,0,23,1540,66.95652173913044,Store,MeatProducts,0.0,21,High Spender,0,0,0.0
45143.0,0,1,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,3,11,0,55,2466,0,0,0,1,0,0,0,0,1,0,297,283,0,15,311,20.733333333333334,Web,Wines,0.0,25,Low Spender,1,1,0.0
74805.0,0,1,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,3,11,0,65,2394,0,0,0,1,0,1,0,0,0,0,783,746,0,26,820,31.53846153846154,Store,Wines,0.0,85,Medium Spender,1,1,0.0
59060.0,1,0,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,3,11,0,31,2328,0,1,0,0,0,1,0,0,0,0,262,250,0,14,274,19.571428571428573,Store,MeatProducts,0.0,22,Low Spender,1,1,0.0
